"name","political","social","age","gender"
"regLineMale",25.8273942403775,37.2965243980266,25,"Male"
"regLineMale",25.8706536298689,37.1497441169323,26,"Male"
"regLineMale",25.9139130193603,37.002963835838,27,"Male"
"regLineMale",25.9571724088517,36.8561835547437,28,"Male"
"regLineMale",26.0004317983431,36.7094032736495,29,"Male"
"regLineMale",26.0436911878346,36.5626229925552,30,"Male"
"regLineMale",26.086950577326,36.4158427114609,31,"Male"
"regLineMale",26.1302099668174,36.2690624303666,32,"Male"
"regLineMale",26.1734693563088,36.1222821492723,33,"Male"
"regLineMale",26.2167287458002,35.975501868178,34,"Male"
"regLineMale",26.2599881352916,35.8287215870837,35,"Male"
"regLineMale",26.303247524783,35.6819413059894,36,"Male"
"regLineMale",26.3465069142744,35.5351610248951,37,"Male"
"regLineMale",26.3897663037658,35.3883807438008,38,"Male"
"regLineMale",26.4330256932573,35.2416004627066,39,"Male"
"regLineMale",26.4762850827487,35.0948201816123,40,"Male"
"regLineMale",26.5195444722401,34.948039900518,41,"Male"
"regLineMale",26.5628038617315,34.8012596194237,42,"Male"
"regLineMale",26.6060632512229,34.6544793383294,43,"Male"
"regLineMale",26.6493226407143,34.5076990572351,44,"Male"
"regLineMale",26.6925820302057,34.3609187761408,45,"Male"
"regLineMale",26.7358414196971,34.2141384950465,46,"Male"
"regLineMale",26.7791008091885,34.0673582139522,47,"Male"
"regLineMale",26.8223601986799,33.9205779328579,48,"Male"
"regLineMale",26.8656195881714,33.7737976517637,49,"Male"
"regLineMale",26.9088789776628,33.6270173706694,50,"Male"
"regLineMale",26.9521383671542,33.4802370895751,51,"Male"
"regLineMale",26.9953977566456,33.3334568084808,52,"Male"
"regLineMale",27.038657146137,33.1866765273865,53,"Male"
"regLineMale",27.0819165356284,33.0398962462922,54,"Male"
"regLineMale",27.1251759251198,32.8931159651979,55,"Male"
"regLineMale",27.1684353146112,32.7463356841036,56,"Male"
"regLineMale",27.2116947041026,32.5995554030093,57,"Male"
"regLineMale",27.2549540935941,32.452775121915,58,"Male"
"regLineMale",27.2982134830855,32.3059948408207,59,"Male"
"regLineMale",27.3414728725769,32.1592145597265,60,"Male"
"regLineMale",27.3847322620683,32.0124342786322,61,"Male"
"regLineMale",27.4279916515597,31.8656539975379,62,"Male"
"regLineMale",27.4712510410511,31.7188737164436,63,"Male"
"regLineMale",27.5145104305425,31.5720934353493,64,"Male"
"regLineMale",27.5577698200339,31.425313154255,65,"Male"
"regLineMale",27.6010292095253,31.2785328731607,66,"Male"
"regLineMale",27.6442885990167,31.1317525920664,67,"Male"
"regLineMale",27.6875479885082,30.9849723109721,68,"Male"
"regLineMale",27.7308073779996,30.8381920298778,69,"Male"
"regLineMale",27.774066767491,30.6914117487836,70,"Male"
"regLineMale",27.8173261569824,30.5446314676893,71,"Male"
"regLineMale",27.8605855464738,30.397851186595,72,"Male"
"regLineMale",27.9038449359652,30.2510709055007,73,"Male"
"regLineMale",27.9471043254566,30.1042906244064,74,"Male"
"regLineMale",27.990363714948,29.9575103433121,75,"Male"
"regLineMale",28.0336231044394,29.8107300622178,76,"Male"
"regLineMale",28.0768824939308,29.6639497811235,77,"Male"
"regLineMale",28.1201418834223,29.5171695000292,78,"Male"
"regLineMale",28.1634012729137,29.3703892189349,79,"Male"
"regLineMale",28.2066606624051,29.2236089378407,80,"Male"
"regLineMale",28.2499200518965,29.0768286567464,81,"Male"
"regLineMale",28.2931794413879,28.9300483756521,82,"Male"
"regLineMale",28.3364388308793,28.7832680945578,83,"Male"
"regLineMale",28.3796982203707,28.6364878134635,84,"Male"
"regLineMale",28.4229576098621,28.4897075323692,85,"Male"
"regLineMale",28.4662169993535,28.3429272512749,86,"Male"
"regLineMale",28.509476388845,28.1961469701806,87,"Male"
"regLineMale",28.5527357783364,28.0493666890863,88,"Male"
